Dealer #,Name ,Street Name,City,State,Country,Postal Code,Comments
50005080,POSITION PARTNERS NEW ZEALAND LTD,"UNIT 9, 20 CONSTELLATION DRIVE",ROSEDALE,Auckland,New Zealand,632,
50001101,POSITION PARTNERS NSW,7 TRANSIT DRIVE,CAMPBELLFIELD,Victoria,Australia,3061,
50001098,POSITION PARTNERS QLD - CAMPBELLFIE,7 TRANSIT DRIVE,CAMPBELLFIELD,Victoria,Australia,3061,
50001104,POSITION PARTNERS SA,7 TRANSIT DRIVE,CAMPBELLFIELD,Victoria,Australia,3061,
50005894,POSITION PARTNERS SINGAPORE PTE LTD,"237 ALEXANDRA ROAD, #05-04",SINGAPORE,Singapore,Singapore,159929,
50001114,POSITION PARTNERS VIC - CAMPBELLFIE,7 TRANSIT DRIVE,CAMPBELLFIELD,Victoria,Australia,3061,
50007848,POST EQUIPMENT (AG),2553 320TH ST,ROCK VALLEY,Iowa,USA,51247,
50008055,POULIN GRAIN INC (AG),24 RAILROAD SQUARE,NEWPORT,Vermont,USA,5855,
50004802,POUSSON'S TOOL & FASTENERS (CH) DBA,PO BOX 6473,LAKE CHARLES,Louisiana,USA,70601,
50006084,POWER MIX DE MEXICO S.A DE C.V.SOFO,"BLVD JOSE REBOLLO ACOSTA #215, PARQ",GOMEZ PALACIO,Durango,Mexico,35079,
50005517,"POWER SYSTEMS, LLC - CHANHASSEN",8325 COMMERCE DRIVE,CHANHASSEN,Minnesota,USA,55317,
50003216,POWERMAPS,PO BOX 671,AMERICAN FALLS,Idaho,USA,83211,
50003308,PRAIRIE SUPPLY INC. (CH) - BISMARCK,PO BOX 811,BISMARCK,North Dakota,USA,58502,
50008080,PRAIRIECOAST EQUIPMENT (AG),44158 PROGRESS WAY,CHILLIWACK,British Columbia,Canada,V2R 0W3,
50001804,"PRAIRIELAND FARM SERVICE, INC (SGIS",1132 VETERANS DRIVE,JACKSONVILLE,Illinois,USA,62650,
50007697,PRAIRIELAND PARTNERS LLC (AG),811 EAST 30TH AVE /SUITE F,HUTCHINSON,Kansas,USA,67502,
50001880,PRECISION AG MANAGEMENT LLC (SGIS),1872 OLD US 35,WASHINGTON CT HOUSE,Ohio,USA,43160,
50008468,PRECISION AG SOLUTIONS (AG),39211 133RD STREET,ABERDEEN,South Dakota,USA,57401,
50001692,"PRECISION AG SOLUTIONS, INC",18408 INDIANA AVENUE,DOS PALOS,California,USA,93620,
50007874,PRECISION AGRI SERVICES INC (AG),6630 STATE ROUTE 119,MINSTER,Ohio,USA,45865,
50003283,PRECISION ARGONOMICS,2231 24TH STREET,RICE LAKE,Wisconsin,USA,54868,
50008412,PRECISION FARMING SOLUTIONS (AG),4533 S SCHNELL ROAD,BIRDSEYE,Indiana,USA,47513,
50000475,"PRECISION LASER & INSTRUMENT, INC.",85 11TH STREET,AMBRIDGE,Pennsylvania,USA,15003,
50000502,PRECISION OUTFITTERS-MED TECH RES.,29485 AIRPORT ROAD,EUGENE,Oregon,USA,97402-9524,
50001855,PRECISION PARTNERS (SGIS),421 N. BROADWAY 2,FERGUS FALLS,Minnesota,USA,56537,
50000664,PRECISION PRODUCTS (SK) - LOUISVILL,1400 HUGH AVENUE,LOUISVILLE,Kentucky,USA,40213,
50001854,PREISTER AG SUPPLY (SGIS),30551  430 AVENUE,MONROE,Nebraska,USA,68647,
50008787,PREMIER EQUIPMENT LTD,PO BOX 188,ELMIRA,Ontario,Canada,N3B 2Z6,
50000484,PRESCOTT  E J   VERNON (sb),36 CLARK ROAD,VERNON,Connecticut,USA,6066,
50000097,PRESCOTT E J (CH) -  LAFAYETTE,400 HAMMON DRIVE,LAFAYETTE,Indiana,USA,47905,
50000480,PRESCOTT E J (SK) - GARDINER,PO BOX 600,GARDINER,Maine,USA,4345,
50004185,"PRESISAR, LLC",PO BOX 5376,BENTON CITY,Washington,USA,99320,
50005801,PRGEO COMERCIO DE EQUIPAMENTOS DE,"R. MARECHAL DEODORO, 717, 11o ANDCJ",CURITIBA,Parana,Brazil,80020-320,
50000817,PRINT-O-STAT INC. - YORK,1128 ROOSEVELT AVE SUITE 100,YORK,Pennsylvania,USA,17404,
50003290,PRISM S.C. SYSTEMS (CH/SK),5959 MISSION GORGE RD #104,SAN DIEGO,California,USA,92120,
50000032,PRISM SURVEYING & CONSTRUCTION SYS,"5959 MISSION GORGE ROAD, SUITE 104",SAN DIEGO,California,USA,92120,
50008526,PRO AG EQUIPMENT INC,3057 N WASHINGTON,GRAND FORKS,North Dakota,USA,58203,
50005532,PROALL INTERNATIONAL MANUFACTURING,5810 47 AVENUE,OLDS,Alberta,Canada,T4H 1V1,
50000072,PRO-LINE SURVEY SUPPLY INC (SK),10265 BEACH BLVD,JACKSONVILLE,Florida,USA,32246,
50003268,PROTON ENGINEERING LTD,"512616, DRAKE CHAMBERS",TORTOLA,VG/Not assigned,Brit.Virgin Is.,0,
50007364,"PSL SUPPLIES & SERVICES, LLC (chann",18407 TELGE RD. SUITE V,CYPRESS,Texas,USA,77429,
50007351,PT POSITION PARTNERS INDONESIA,"BELTWAY OFFICE PARK, TOWER B, 5TH F",#,DKI Jakarta Jakarta,Indonesia,12550,
50000292,"Q L ENTERPRISES, INC. / GEOSOLUTION",2670 N BERKLELEY LAKE ROAD NW STE 1,DULUTH,Georgia,USA,30096,
50008871,QUADROCOPTER LLC,3949 NT HWY 40 SUITE F,COLUMBIA FALLS,Montana,USA,59912,
50008169,QUALITY IMPLEMENT CO (AG),PO BOX 159,MUNDAY,Texas,USA,76371,
50001794,QUALITY SUPPLY & TOOL (CH),5722 S HARDING ST.,INDIANAPOLIS,Indiana,USA,46217,
50005130,"R & M EQUIPMENT RENTALS, INC.",2329 29TH AVENUE NORTH,BIRMINGHAM,Alabama,USA,35207,
50001617,RAM TOOL AND SUPPLY CO. INC. (CH),PO BOX 320979,BIRMINGHAM,Alabama,USA,35222,
50000504,RAMCO SURVEY STAKES INC (SK),685 N MAIN STREET,WEST BRIDGEWATER,Massachusetts,USA,2379,
50003418,RANDA ENTERPRISES LLC,42 SOUTH 200 E,BLACKFOOT,Idaho,USA,83221,
50000505,"RANKEN SURVEYING INSTR SERVICE,INC.",1101 S BAILEY STREET,SEATTLE,Washington,USA,98108,
50007722,RAYTEC MANUFACTURING LLC (AG),PO BOX 2339,MARTINDALE,Pennsylvania,USA,17549-0339,
50008091,RCI ENGINEERING LLC (AG),208 RIVER KNOLL DRIVE,MAYVILLE,Wisconsin,USA,53050,
50007711,RCMR INC (AG),PO BOX 140,KIM,Colorado,USA,81049,
50008185,RDO EQUIPMENT COMPANY (AG),PO BOX 7010,FARGO,North Dakota,USA,58106-7010,
50001368,RDO INTEGRATED CONTROLS - MIDWEST,"ATTN: A/P INVOICES (CID), PO BOX 70",FARGO,North Dakota,USA,58106-7010,
50003255,RDO INTEGRATED CONTROLS - WEST, PO BOX 7010,FARGO,North Dakota,USA,58106-7010,
50008059,REAL INDUSTRIES LTD (AG),PO BOX 70,RATHWELL,Manitoba,Canada,R0G 1S0,
50008062,RECORD HARVEST ENTERPRISES INC (AG),14283 SOUTH 2000 RD,NEVADA,Missouri,USA,64772,
50003471,"RED MOUNTAIN RENTALS, LLC",197 E WARNER RD,CHANDLER,Arizona,USA,85225,
50008586,REDHEAD EQUIPMENT (AG),BOX 32098,REGINA,Saskatchewan,Canada,S4N 7L2,
50007393,REDS BUILDING SUPPLIES LLC (CH),41 LEBANON ROAD,NORTH FRANKLIN,Connecticut,USA,6254,
50003536,REGIER EQUIPMENT,PO BOX 164,MADRID,Nebraska,USA,69150,
50006421,RELIABLE EQUIPMENT LLC - MANCHESTER,PO BOX 5647,MANCHESTER,New Hampshire,USA,3108,
50008751,RENO HARDWARE & SUPPLY INC.,PO BOX 91177,LONG BEACH,California,USA,90809,
50009623,RENTAL WAREHOUSE INC (CH),5722 ROUTE 104,OSWEGO,New York,USA,13126,
50008964,RENT-ALL INC. (CH),130 22ND STREET NE,SIOUX CENTER,Iowa,USA,51250,
50007491,RENTALS UNLIMITED - CLARKSBURG (CH),PO BOX 600,CLARKSBURG,Maryland,USA,20871,
50007657,RESHIPA S.A. DE C.V.,CALLEJON RUBI #137 COL EJIDAL,GUASAVE,Sinaloa,Mexico,81020,
50009369,"REX CO., LTD",3-29 NISHINOMIYAHAMA NISHINOMIYA,HYOGO,JP/Not assigned,Japan,6620934,
50005944,RICHARD BAUGHN CONSTRUCTION INC,5274 HWY 226 Spur,JONESBORO,Arkansas,USA,72404,
50000645,RICHMOND MACHINERY & EQUIP CO,PO BOX 6588,RICHMOND,Virginia,USA,23230,
50000515,RICHTER DRAFTING & OFFICE SUPPLY CO,PO BOX 64288,SOUDERTON,Pennsylvania,USA,18964,
50000068,RICKLY HYDROLOGICAL CO (SK),1700 JOYCE AVENUE,COLUMBUS,Ohio,USA,43219,
50007454,RICK'S INSTRUMENT REPAIR & SURVEY S,1616 JUDSON RD. STE. 6R,LONGVIEW,Texas,USA,75601,
50008494,RIEF DESIGN & MANUFACTURING (AG),2410 HWY 51,BANCROFT,Nebraska,USA,68004,
50008329,RIESTERER & SCHNELL (AG),N2909 HIGHWAY 32,PULASKI,Wisconsin,USA,54162,
50004504,RIGHT OF WAY INC (CH),150 EAST ARROW HIGHWAY,SAN DIMAS,California,USA,91773,
50009006,RIO GRANDE CO (CH),500 OSAGE STREET,DENVER,Colorado,USA,80204,
50008263,RITCHIE IMPLEMENT INC,PO BOX 217,COBB,Wisconsin,USA,53526,
50009481,RITE WAY MFG CO LTD,PO BOX 328,IMPERIAL,Saskatchewan,Canada,S0G 2J0,
50007891,RITZVILLE WAREHOUSE (AG),PO BOX 277,ODESSA,Washington,USA,99159,
50003114,RIVER VALLEY AG SERVICES LLC (SGIS),401 E WARREN PO BOX 65,HOPKINS,Missouri,USA,64461,
50001593,RMC INC. DBA ROCKING R HARDWARE (CH,PO BOX 1109,HARRISONBURG,Virginia,USA,22803,
50003429,"ROADTEC, INC.",PO BOX 180515,CHATTANOOGA,Tennessee,USA,37405,
50004601,ROBBINS LASER & TRANSIT CO (CH/SK),2102 GOOD INTENT RD.,DEPTFORD,New Jersey,USA,8096,
50008938,ROBERT BOSCH LLC,38000 HILLS TECH DR.,FARMINGTON HILLS,Michigan,USA,48331,
50009060,"ROBERT BOSCH LLC - SUNNYVALE, CA",384 SANTA TRINITA AVE,SUNNYVALE,California,USA,94085,
50009265,ROBERT BOSCH LTDA,AVENIDA JUSCELINO KUBITSCHEK DC OLI,CURITIBA,Parana,Brazil,81450-902,
50000519,ROBERTS SUPPLY CO INC (SK),PO BOX 7,SPRINGFIELD,Oregon,USA,97477,
50000932,ROBERTS SURVEYING SUPPLIES,5758 RIDGE RD.,PARMA,Ohio,USA,44129,
50008108,ROBERTSON IMPLEMENTS (AG),2464 SOUTH SERVICE ROAD WEST,SWIFT CURRENT,Saskatchewan,Canada,S9H 5J8,
50001839,ROCK RIVER LUMBER & GRAIN CO (SGIS),"5502 LYNDON RD, PO BOX 68",PROPHETSTOWN,Illinois,USA,61277,
50008291,ROCKY MOUNTAIN EQUIPMENT (AG),3939 - 1ST AVE S,LETHBRIDGE,Alberta,Canada,T1J 4P8,
50007098,ROCKY MOUNTAIN EQUIPMENT BROKERS IN,17 PLAINS DRIVE,BUFFALO,Wyoming,USA,82834,
50007290,"ROCKY MOUNTAIN SERVICES, LLC. (CH)",16212 E. PRENTICE LANE,CENTENNIAL,Colorado,USA,80015,
50000968,"ROCKY MTN TRANSIT & LASER, INC. - M",612 WEST CONFLUENCE AVE.,MURRAY,Utah,USA,84123,
50004834,"ROEDER BROS., INC.",P.O. BOX 27,BELLEVUE,Iowa,USA,52031,
50008107,ROLAND MACHINERY COMPANY,816 N. DIRKSEN PARKWAY,SPRINGFIELD,Illinois,USA,62702,
50000771,ROPER LASER CO.,"1171 SOUTH MARIETTA PKWY SE, SUITE:",MARIETTA,Georgia,USA,30060-2843,
50007715,ROTO MIX (AG),PO BOX 1724,DODGE CITY,Kansas,USA,67801-1724,
50007689,ROVIBEC INC (AG),475 ROUTE DU PORT,NICOLET,Quebec,Canada,J3T 1W3,
50000999,RUST SALES INC.,2964 164TH AVE. SE,HARWOOD,North Dakota,USA,58042,
50009609,RX NETWORKS INC,800-1201 WEST PENDER ST,VANCOUVER,British Columbia,Canada,V6E 2V2,
50007674,S3 MANUFACTURING (AG),2180 OMAN DRIVE,SWIFT CURRENT,Saskatchewan,Canada,S9H 4J8,
50003226,SADDLE MOUNTAIN SUPPLY CO (SGIS),448 CAMELIA ST NE,ROYAL CITY,Washington,USA,99357,
50000529,SAFE-T-LITE (CH),1051 N EMERALD,MODESTO,California,USA,95351,
50007740,SALFORD BBI INC (AG),PO BOX 630,CORNELIA,Georgia,USA,30531,
50005653,SALFORD GROUP INC (AG),364018 MCBETH ROAD,SALFORD,Ontario,Canada,N0J 1W0,
50003449,SAME DEUTZ FAHR DEUTSCHLAND GMBH,DEUTZ FAHR STRASSE 1,LAUINGEN,Bavaria,Germany,89415,
50003245,SAME DEUTZ FAHR ITALY S.P.A,"VIALE FRANCESCO CASSANI, 15",TREVIGLIO,Bergamo,Italy,24047,
50006448,SAME DEUTZ-FAHR Zetelice,Industrijska 5,Zupanja,HR/Not assigned,Croatia,32270,
50005889,SANDVIK,1218 REDONDA STREET,WINNIPEG,Manitoba,Canada,R2C 2Z2,
50003246,SATEL OY,OY MERINIITYNKATU 17,SALO,Western Finnland,Finland,24100,
50000536,SAVANNAH BLUEPRINT (SK),11 EAST YORK ST,SAVANNAH,Georgia,USA,31401,
50007109,SAW MILL SUPPLIES INC (CH),50 SAWMILL RIVER ROAD,HASTINGS ON HUDSON,New York,USA,10706,
50007670,SCALE-TEC (AG),16027 HIGHWAY 64,ANAMOSA,Iowa,USA,52205,
50004749,SCHAEFER EQUIPMENT AND COMPANY,PO BOX 653,EMPORIA,Kansas,USA,66801,
50009865,SCHAFFER EQUIPMENT (CH),6025 PILLSBURY AVE S,MINNEAPOLIS,Minnesota,USA,55419,
50008066,SCHLAUDERAFF IMPLEMENT CO (AG),60240 US HWY 12,LITCHFIELD,Minnesota,USA,55355,
50008970,SCOTT INDUSTRIAL SYSTEMS INC,PO BOX 1387,DAYTON,Ohio,USA,45401,
50009508,SDF SOLUTIONS INC.,8 COPPERHILL LANE,KILLARNEY ROAD,New Brunswick,Canada,E3A 9V2,
50007660,SEEDMASTER MANUFACTURING LTD (AG),1 SOUTH PLAINS ROAD WEST,EMERALD PARK,Saskatchewan,Canada,S4L 1C6,
50000540,SEILER INSTRUMENT&MFG CO (CH/SK),3433 TREE COURT INDUSTRIAL BLVD,SAINT LOUIS,Missouri,USA,63122,
50001015,SELBY'S (CH/SK),2595 ENTERPRISE AVE.,BILLINGS,Montana,USA,59102,
50008289,SEMA EQUIPMENT (AG),1201 1/2 7TH STREET NW,ROCHESTER,Minnesota,USA,55901,
50000550,"SENECA BLUEPRINT CO., INC. (SK)",PO BOX 255,BUFFALO,New York,USA,14225,
50004338,SENSORS AND SOFTWARE INC,1040 STACEY COURT,MISSISSAUGA,Ontario,Canada,L4W 2X8,
50000836,"SERVI TEODOLITOS,C.A.",Av. Avila edf Midas P1 apto 1-A ent,CARACAS,Distrito Federal,Venezuela,1011,
50004907,"SERVICE RENTALS & SUPPLIES, INC (CH",147 KALAPA PLACE,KAHULUI,Hawaii,USA,96732,
50000752,SERVICE SUPPLY CORP. (CH),5885 GRAYSON ROAD,HARRISBURG,Pennsylvania,USA,17111,
50000224,SESCO INC.- MIKE DEGEN (SK),1311 JEFFERSON DAVIS HWY,FREDERICKSBURG,Virginia,USA,22401,
50001785,SESCO-DSS (CH/SK),1311 JEFFERSON DAVIS HWY.,FREDERICKSBURG,Virginia,USA,22401,
50001832,SGS CRYSTAL (SGIS),13845 HWY 66,CRYSTAL,North Dakota,USA,58222,
50005863,"SHAFER CONTRACTING CO., INC.",30405 REGAL AVENUE,SHAFER,Minnesota,USA,55074,
10830001,SHANGHAI TOPCON SOKKIA TECHNOLOGY A,"389 SECTION E, 5TH FLOOR, BUILDING",SHANGHAI,Shanghai,China,200131,
50006944,SHIMMICK/TRAYLOR/GRANITE JV,"3049 UALENA STREET, SUITE 1102",HONOLULU,Hawaii,USA,96819,
50007359,SHORE-TEK INC.  (CH),PO BOX 480,TEMPLETON,California,USA,93465,
50000797,SIERRA LASER,55 RICHVALE HIGHWAY,OROVILLE,California,USA,95965,
50008755,SIEVERS EQUIPMENT CO (AG),PO BOX 217,HAMEL,Illinois,USA,62046,
50003231,SIGMATRON,2201 LANDMEIER ROAD,ELK GROVE VILLAGE,Illinois,USA,60007,
50008221,SILO JM LAMBERT (AG),"4250, RUE VACHON",DRUMMONDVILLE,Quebec,Canada,J2B 6V4,
50009449,SILOKING CANADA INC.,3300 PUTNAM ROAD,PUTNAM,Ontario,Canada,N0L 2B0,
50008073,SIMPLISTIC LINES,5358 LINE 34 PERTH EAST RR#5,STRATFORD,Ontario,Canada,N5A 6S6,
50001791,SIMPLOT (SGIS),2555 SOUTH YELLOWSTONE HWY,SAINT ANTHONY,Idaho,USA,83445,
50001796,SIMPLOT (SGIS),PO BOX 431,PROSSER,Washington,USA,99350,
50001828,SIMPLOT (SGIS),591 S BRUCE ROAD,OTHELLO,Washington,USA,99344,
50001829,SIMPLOT (SGIS),2005 E Chicago St,BOISE,Idaho,USA,83605,
50001831,SIMPLOT (SGIS),"HWY 2 EAST, PO BOX 590",EAST GRAND FORKS,Minnesota,USA,56721,
50001833,SIMPLOT (SGIS),"723 DETWEILER DRIVE, PO BOX 312",GRAFTON,North Dakota,USA,58237,
50001835,SIMPLOT (SGIS),3192 E. 49TH N,IDAHO FALLS,Idaho,USA,83401,
50001910,SIMPLOT (SGIS),1013 UMATILLA RIVER ROAD PO BOX 108,UMATILLA,Oregon,USA,97882,
50003435,SIMPLOT (SGIS),2005 E CHICAGO ST,CALDWELL,Idaho,USA,83605,
50007494,SIMPLOT (SGIS),1700 SW 4TH STREET,ONTARIO,Oregon,USA,97914,
50008250,SIMPLOT (SGIS),PO BOX 327,BERESFORD,South Dakota,USA,57004,
50007698,SIOUX AUTOMATION CENTER INC (AG),877 FIRST AVE NW,SIOUX CENTER,Iowa,USA,51250,
50007709,SIOUX STEEL COMPANY (AG),PO BOX 1265,SIOUX FALLS,South Dakota,USA,57101,
50005121,"SITESURV USA, INC (CH/SK)",197 SW 20TH WAY,DANIA BEACH,Florida,USA,33004,
50003419,SKYHAWK CONSULTING (SGIS),46958 PRAIRIE VIEW DRIVE,BURBANK,South Dakota,USA,57010,
50007982,SLOAN IMPLEMENT (AG),PO BOX 80,ASSUMPTION,Illinois,USA,62510,
50000626,SMITH  J C INC (SK),345 PEAT ST,SYRACUSE,New York,USA,13210,
50008310,SMITH & ASSOCIATES EUROPE BV (AG),"ALPHA TOWER, DE ENTREE 45",AMSTERDAM,Noord-Holland,Netherlands,1101 BH,
50001808,SMITH FERTILIZER & GRAIN (SGIS),1650 QUEBEC STREET,KNOXVILLE,Iowa,USA,50138,
50008063,"SMS EQUIPMENT, INC. (LAVAL, QC)",1800 MONTGOLFIER,LAVAL,Quebec,Canada,H7T 0L9,
10140001,SOKKIA CORPORATION - CANADA,1050 STACEY COURT,MISSISSAUGA,Ontario,Canada,L4W 2X8,
10700001,SOKKIA KOREA CO LTD,2FL. SESHIN BLDG. 541 DOSAN-DAERO,"GANGNAM-GU, SEOUL",Soul-t´ukpyolsi,South Korea,6013,
10650001,SOKKIA SINGAPORE POSITIONING SALESP,1 JALAN KILANG TIMOR #09-01 PACIFIC,SINGAPORE,Singapore,Singapore,159303,
10590001,"SOKKIA TOPCON CO., LTD","547, ISHIDA, URUSHIYAMA",YAMAGATA-SHI,Yamagata,Japan,9902196,
50005152,SONSRAY MACHINERY LLC,6565 EAST 30TH STREET,YUMA,Arizona,USA,85365,
50006460,SONSRAY MACHINERY LLC (RESALE),6565 EAST 30TH STREET,YUMA,Arizona,USA,85365,
50008174,SOUTH COUNTRY EQUIPMENT (AG),1731 MAIN STREET NORTH,MOOSE JAW,Saskatchewan,Canada,S6J 1L6,
50001869,SOUTH METRO RENTAL (CH),9300 W. 202ND ST.,LAKEVILLE,Minnesota,USA,55044,
50009247,SOUTH PLAINS PRECISION AG INC (AG),2810 N QUINCY,PLAINVIEW,Texas,USA,79072,
50007680,SOUTHERN EQUIPMENT DISTRIBUTORS INC,3320 W WOODROW WILSON AVE,JACKSON,Mississippi,USA,39209,
50000655,SOUTHERN GRAPHICS & SUPPLY (SK),PO BOX 8186,ROANOKE,Virginia,USA,24014,
50006396,SOUTHERN SALES & MARKETING,P.O. BOX 2483,NATCHITOCHES,Louisiana,USA,71457,
50001428,SOUTHERNCARLSON INC. (CH),PO BOX 3036,OMAHA,Nebraska,USA,68103,
50009236,SPECIALTY SUPPLY BUILDING PRODUCTS,118 S. LIPSCOMB ST.,AMARILLO,Texas,USA,79106,
50006642,SPECTO TECHNOLOGY,1061 E. ELIZABETH AVENUE,LINDEN,New Jersey,USA,7036,
50004145,"SPEC-WEST, INC. (CH)",10054 MILLS STATION ROAD,SACRAMENTO,California,USA,95827,
50005476,"SPENCER FLUID POWER, INC",19308 68TH AVE S,KENT,Washington,USA,98032,
50000588,SPILLER'S,PO BOX 1638,LEWISTON,Maine,USA,4240,
50009877,SPIRENT COMMUNICATIONS PLC,ASPEN WAY,PAIGNTON,Devon,United Kingdom,TQ4 7QR,
50006028,SPRAY CENTER ELECTRONICS INC,9721 W  FLIGHT DRIVE,SPOKANE,Washington,USA,99224,
50001140,SPRAYER SPECIALTIES (AG),4151 SE CAPITOL CIRCLE,GRIMES,Iowa,USA,50111,
50004462,SSC TOOL SUPPLY CO INC (CH),1658 ROUTE 228 SUITE 400,CRANBERRY TOWNSHIP,Pennsylvania,USA,16066,
50004190,"ST ENGINEERING LEEBOY, INC",500 LINCOLN COUNTY PARKWAY EXTENSIO,LINCOLNTON,North Carolina,USA,28092,
50008511,ST JOHN HARDWARE & IMPLEMENT CO (AG,PO BOX 28,FAIRFIELD,Washington,USA,99012,
50000297,STAKEMILL (CH),10741 ENDEAVOUR WAY SUITE D,LARGO,Florida,USA,33777,
50009180,"STAN HOUSTON EQUIPMENT COMPANY, INC",3020 W 112TH ST,SIOUX FALLS,South Dakota,USA,57104,
50000621,"STAR EQUIPMENT, LTD",PO BOX 8438,DES MOINES,Iowa,USA,50301,
50001837,STAR OF THE WEST MILLING CO (SGIS),PO BOX 146,FRANKENMUTH,Michigan,USA,48734,
50009854,STATEWIDE GEOSYSTEMS (CH/SK),12474 CEDAR TRAIL,HELOTES,Texas,USA,78023,
50007908,STAUFFER SOLID (AG),4221 FERGUSON CORNERS RD,RUSHVILLE,New York,USA,14544,
50009016,STEINHART FARM SERVICE INC. (AG),4116 HWY 80,PLATTEVILLE,Wisconsin,USA,53818,
50004933,STELCO INC,386 WILCOX STREET,HAMILTON,Ontario,Canada,L8N 3T1,
50008461,STERLING EQUIPMENT AND REPAIR,235 E 4TH STREET,COTTONWOOD,Minnesota,USA,56229,
50007665,STI SCALES INC (AG),1413 WEST MARY STREET,GARDEN CITY,Kansas,USA,67846,
50007863,"STOLTZ MFG, LLC (AG)",PO BOX 527,MORGANTOWN,Pennsylvania,USA,19543,
50003387,STONEY CREEK RENTALS (CH),PO BOX 99,BLANDON,Pennsylvania,USA,19510,
50007528,STORRER IMPLEMENT INC. (AG),1801 EAST STREET,IOLA,Kansas,USA,66749,
50009257,"STRIBLING EQUIPMENT, LLC",PO BOX 6038,JACKSON,Mississippi,USA,39288,
50008214,STROBEL MANUFACTURING INC (AG),105 SOUTH GREEN STREET,CLARKS,Nebraska,USA,68628,
50008614,STRYTEN MANUFACTURING LLC,"13000 DEERFIELD PARKWAY, BLDG 200",MILTON,Georgia,USA,30004-8532,
50008039,STUTHEIT IMPLEMENT (AG),73136 75 HWY,AUBURN,Nebraska,USA,68305,
50005419,STW TECHNIC LP,3000 NORTHWOODS PARKWAY  SUITE 240,PEACHTREE CORNERS,Georgia,USA,30071,
50008178,SUDENGA INDUSTRIES INC (AG),PO BOX 8,GEORGE,Iowa,USA,51237-0008,
50004426,SULLY-MILLER CONTRACTING CO,135 S STATE COLLEGE BLVD #400,BREA,California,USA,92821,
50007976,SUMMERS MANUFACTURING CO INC (AG),PO BOX 580,DEVILS LAKE,North Dakota,USA,58301,
50005116,SUNBELT RENTALS INC (CH),PO BOX 410928,CHARLOTTE,North Carolina,USA,28241,
50007583,"SUNBELT RENTALS, INC. (CH/MC)",2341 DEERFIELD DR.,FT MILL,South Carolina,USA,29715,
50008229,SUNRISE CIRCUITS (AG),1673 VAUGHNS GROVE-FAIRVEIW RD,PEMBROKE,Kentucky,USA,42266,
50007673,SUNRISE COOPERATIVE INC (AG),2025 WEST STATE STREET,FREMONT,Ohio,USA,43420,
50008353,"SUNSTATE EQUIPMENT CO., LLC (CH)",5552 EAST WASHINGTON,PHOENIX,Arizona,USA,85034,
50007702,SUPER STARS MIXER (AG),CAMPO 10 096,CUAUHTEMOC,Chihuahua,Mexico,31613,
50001548,SUPERIOR INSTRUMENT (CH),PO BOX 57,MILLDALE,Connecticut,USA,6467,
50007741,SUPREME INTERNATIONAL (AG),PO BOX 6450,WETASKIWIN,Alberta,Canada,T9A 2R3,
50001399,SUREFIRE AG SYSTEMS,9904 NORTH HWY 25,ATWOOD,Kansas,USA,67730,
50009826,SUREFIRE ELECTRONICS LLC (AG),11965 S. HWY 25,ATWOOD,Kansas,USA,67730,
50000164,SURVCON (SK),1470 C WILLIAMS DRIVE,MARIETTA,Georgia,USA,30066,
50004559,"SURVCON, INC (CH/SK)",1470 WILLIAMS DRIVE SUITE C,MARIETTA,Georgia,USA,30066,
50009406,SURVEY GEODESIA CONSTRUCCION Y,"RESIDENCIAL OBRAJUELO, CASA 12 POLG","SAN MIGUEL, SAN JORGE",SV/Not assigned,El Salvador,1101,
50005029,SURVEY INSTRUMENT SALES INC,24037 ACACIA,REDFORD,Michigan,USA,48239,
50000219,SURVEY SUPPLY INC. (CH),PO BOX 403,MILFORD,Delaware,USA,19963,
50000681,SURVEYORS EXCHANGE (SK),PO BOX 111037,ANCHORAGE,Alaska,USA,99516,
50004524,"SURVEYORS INSTRUMENT SERVICES,LLC (",6091 JOHNS ROAD SUITE 4,TAMPA,Florida,USA,33634,
50000684,SURVEYORS MATERIALS INC (SK),8875 FROST AVENUE,SAINT LOUIS,Missouri,USA,63134,
50005195,SURVEYORS SOURCE LLC (CH/SK),4317 N  16TH STREET,PHOENIX,Arizona,USA,85016,
50000062,SURVEYOR'S SUPPLY (CH),3806 CARLISLE NE,ALBUQUERQUE,New Mexico,USA,87107,
50001711,"SURVEYOR'S SUPPLY CO., INC. (SK)",94-356 UKE'E STREET UNIT A,WAIPAHU,Hawaii,USA,96797,
50006945,SWOZI AG,WERKSTRASSE 6,DIEPOLDSAU,St. Gallen,Switzerland,9444,
50007687,SYDELL INC (AG),46935 SD HWY 50,BURBANK,South Dakota,USA,57010-9605,
50007936,SYDENSTRICKER IMPLEMENT (AG),PO BOX 280,MEXICO,Missouri,USA,65265,
50001115,SYNERGY POSITIONING SYSTEMS LTD,PO BOX 100-450 NORTH SHORE MAIL CEN,AUCKLAND,Auckland,New Zealand,745,
50001483,TAYLOR RENTAL (CH),550 STATE RT. 3,PLATTSBURGH,New York,USA,12901,
50007324,TBG EQUIPMENT LLC. (CH),127A MOTHERLODE LANE,BELGRADE,Montana,USA,59714,
50001355,TERRISGPS LTD.,"183 FREEMAN RD, UNIT 7",GATINEAU,Quebec,Canada,J8Z 2A7,
50008685,THE GATOR CENTER (AG),2650 200TH STREET,FORT DODGE,Iowa,USA,50501,
